,BTC,ETH
29027190,7863124000,191677800
29027191,7863974000,191489000
29027192,7836265000,190644700
29027193,7837924000,190465800
29027194,7828054000,189952300
29027195,7819884000,189528100
29027196,7829544000,189662700
29027197,7823684000,189663000
29027198,7818534000,189253400
29027199,7818314000,189465100
29027200,7835709000,190434400
29027201,7826594000,189710000
29027202,7846744000,190450600
29027203,7853484000,190847300
29027204,7853414000,190959200
29027205,7848274000,190597000
29027206,7833870000,190022700
29027207,7832134000,189769500
29027208,7822974000,189327800
29027209,7819184000,189229000
29027210,7827174000,189413100
29027211,7819744000,188661400
29027212,7815664000,188147300
29027213,7794804000,186546800
29027214,7778474000,185958400
29027215,7777174000,185020400
29027216,7773674000,185711500
29027217,7762584000,185215800
29027218,7756364000,184044500
29027219,7758964000,182873300
29027220,7785334000,184168600
29027221,7783564000,183759600
29027222,7771354000,183110400
29027223,7757564000,182370800
29027224,7750594000,182777100
29027225,7758194000,183855900
29027226,7762574000,183660300
29027227,7775124000,184617500
29027228,7755464000,184466500
29027229,7769834000,184697800
29027230,7768294000,184327100
29027231,7767084000,184263000
29027232,7789583000,185072500
29027233,7790004000,184970600
29027234,7797474000,185365700
29027235,7829754000,186222300
29027236,7827824000,186352400
29027237,7811984000,185742000
29027238,7824404000,186020600
29027239,7833084000,186453000
29027240,7833445000,186519000
29027241,7825454000,185785200
29027242,7821414000,185581800
29027243,7840864000,185917300
29027244,7863814000,186113400
29027245,7877744000,186325000
29027246,7878824000,186373600
29027247,7877734000,185692800
29027248,7881434000,185597300
29027249,7853754000,185272600
29027250,7889014000,186283500
29027251,7892374000,186337500
29027252,7893534000,186127500
29027253,7917277000,187016900
29027254,7940224000,187832100
29027255,7926922000,187834200
29027256,7916134000,187582100
29027257,7908974000,187217100
29027258,7918974000,187572300
29027259,7926504000,187894000
29027260,7902754000,187758200
29027261,7899874000,187786200
29027262,7877244000,187067500
29027263,7880874000,186834400
29027264,7870184000,186455300
29027265,7885904000,186714300
29027266,7868784000,186258500
29027267,7873984000,186405600
29027268,7876984000,186233400
29027269,7888714000,186384300
29027270,7910044000,187157800
29027271,7905574000,187076900
29027272,7904534000,186881300
29027273,7890494000,186426600
29027274,7891734000,186488300
29027275,7908774000,186904400
29027276,7910444000,186846900
29027277,7902614000,186314300
29027278,7892274000,186108700
29027279,7902024000,187001600
29027280,7884594000,186720400
29027281,7872974000,186288800
29027282,7900994000,187401900
29027283,7898754000,187930400
29027284,7897594000,187769500
29027285,7888984000,187177200
29027286,7878254000,186875200
29027287,7886444000,187120900
29027288,7883614000,187146100
29027289,7875974000,186886400
29027290,7882204000,187180300
29027291,7869404000,186750100
29027292,7878174000,186816100
29027293,7882394000,187015000
29027294,7890094000,187300600
29027295,7886984000,187204700
29027296,7875574000,186882300
29027297,7877024000,186703200
29027298,7892184000,187235100
29027299,7889334000,186975400
29027300,7872924000,186527500
29027301,7867784000,186397100
29027302,7868004000,186397600
29027303,7872444000,186523200
29027304,7886504000,187047800
29027305,7892434000,187222500
29027306,7902364000,187496000
29027307,7892984000,187261900
29027308,7901664000,187464100
29027309,7900924000,187207300
29027310,7908564000,187260100
29027311,7892454000,187010500
29027312,7887114000,186624100
29027313,7884464000,186607600
29027314,7878214000,186412100
29027315,7878774000,186428400
29027316,7874474000,186071500
29027317,7871664000,185847700
29027318,7869404000,185800000
29027319,7878974000,185911600
29027320,7879874000,186164400
29027321,7872224000,185775100
29027322,7866684000,185479900
29027323,7864594000,185261600
29027324,7870874000,185597200
29027325,7871444000,185597600
29027520,7876554000,187257300
29027521,7863054000,186801000
29027522,7887624000,187555700
29027523,7881974000,187682700
29027524,7893085000,188156900
29027525,7893854000,188122700
29027526,7908014000,188374100
29027527,7911534000,188862700
29027528,7908094000,188917000
29027529,7902532000,188578200
29027530,7891554000,188266200
29027531,7888234000,188385400
29027532,7879514000,187894600
29027533,7868424000,187663400
29027534,7871694000,187749900
29027535,7862924000,187175300
29027536,7860514000,187102400
29027537,7853154000,187008500
29027538,7832974000,186793100
29027539,7840384000,187122900
29027540,7821634000,187230500
29027541,7787974000,186435300
29027542,7781594000,185682200
29027543,7780684000,185268300
29027544,7772764000,185040600
29027545,7775364000,185416500
29027546,7794514000,185864000
29027547,7779947000,185550800
29027548,7766124000,185100100
29027549,7725504000,183696000
29027550,7743764000,184175100
29027551,7746534000,184617000
29027552,7723064000,183841800
29027553,7703386000,182096000
29027554,7689286000,181013100
29027555,7741786000,182858800
